gene,confidence_level,lifespan_extending,lifespan_reducing,lifespan_effect,criteria_count
KIAA1217,lowest,False,False,UNKNOWN,1
KIF2A,lowest,False,False,UNKNOWN,1
KIF2C,lowest,False,False,UNKNOWN,1
KIF3B,lowest,False,False,UNKNOWN,1
KIF5B,lowest,False,False,UNKNOWN,1
KLF3,lowest,False,False,UNKNOWN,1
KLF5,lowest,False,False,UNKNOWN,1
KLF9,lowest,False,False,UNKNOWN,1
KLRD1,lowest,False,False,UNKNOWN,1
KPNA4,lowest,False,False,UNKNOWN,1
KPNA5,lowest,False,False,UNKNOWN,1
KRT10,lowest,False,False,UNKNOWN,1
KTN1,lowest,False,False,UNKNOWN,1
PEDS1,lowest,False,False,UNKNOWN,1
LACTB,lowest,False,False,UNKNOWN,1
LAMP2,lowest,False,False,UNKNOWN,1
CERS6,lowest,False,False,UNKNOWN,1
LBH,lowest,False,False,UNKNOWN,1
LCK,lowest,False,False,UNKNOWN,1
LGI1,lowest,False,False,UNKNOWN,1
LGTN,lowest,False,False,UNKNOWN,1
LIMK2,lowest,False,False,UNKNOWN,1
LIPT1,lowest,False,False,UNKNOWN,1
LITAF,lowest,False,False,UNKNOWN,1
LMAN1,lowest,False,False,UNKNOWN,1
LNPEP,lowest,False,False,UNKNOWN,1
LOXL4,lowest,False,False,UNKNOWN,1
ADGRL1,lowest,False,False,UNKNOWN,1
IRAG2,lowest,False,False,UNKNOWN,1
LRP8,lowest,False,False,UNKNOWN,1
LSM10,lowest,False,False,UNKNOWN,1
LSM4,lowest,False,False,UNKNOWN,1
LTBP2,lowest,False,False,UNKNOWN,1
ZCRB1,lowest,False,False,UNKNOWN,1
MAFG,lowest,False,False,UNKNOWN,1
MAGED1,lowest,False,False,UNKNOWN,1
MAL,lowest,False,False,UNKNOWN,1
MAN1A2,lowest,False,False,UNKNOWN,1
MAN2A1,lowest,False,False,UNKNOWN,1
MAOA,lowest,False,False,UNKNOWN,1
MAP3K2,lowest,False,False,UNKNOWN,1
MAP3K7CL,lowest,False,False,UNKNOWN,1
MAP3K8,lowest,False,False,UNKNOWN,1
MAP4K1,lowest,False,False,UNKNOWN,1
MAP4K3,lowest,False,False,UNKNOWN,1
MAPK8IP3,lowest,False,False,UNKNOWN,1
MATR3,lowest,False,False,UNKNOWN,1
MBP,lowest,False,False,UNKNOWN,1
MCM4,lowest,False,False,UNKNOWN,1
MCM7,lowest,False,False,UNKNOWN,1
MDC1,lowest,False,False,UNKNOWN,1
MED16,lowest,False,False,UNKNOWN,1
MED21,lowest,False,False,UNKNOWN,1
MED28,lowest,False,False,UNKNOWN,1
MEGF8,lowest,False,False,UNKNOWN,1
METTL1,lowest,False,False,UNKNOWN,1
MFHAS1,lowest,False,False,UNKNOWN,1
MICA,lowest,False,False,UNKNOWN,1
MID2,lowest,False,False,UNKNOWN,1
ALPK3,lowest,False,False,UNKNOWN,1
MIER2,lowest,False,False,UNKNOWN,1
HINFP,lowest,False,False,UNKNOWN,1
MKRN1,lowest,False,False,UNKNOWN,1
MLC1,lowest,False,False,UNKNOWN,1
MLF1,lowest,False,False,UNKNOWN,1
CENPU,lowest,False,False,UNKNOWN,1
MLH3,lowest,False,False,UNKNOWN,1
MLXIP,lowest,False,False,UNKNOWN,1
HERC2P2,lowest,False,False,UNKNOWN,1
MORF4L2,lowest,False,False,UNKNOWN,1
MRPL12,lowest,False,False,UNKNOWN,1
MRPL13,lowest,False,False,UNKNOWN,1
MRPL28,lowest,False,False,UNKNOWN,1
MRPL34,lowest,False,False,UNKNOWN,1
MRPL40,lowest,False,False,UNKNOWN,1
MRPL41,lowest,False,False,UNKNOWN,1
MRPL42,lowest,False,False,UNKNOWN,1
MRPL48,lowest,False,False,UNKNOWN,1
MRPL49,lowest,False,False,UNKNOWN,1
MRPS16,lowest,False,False,UNKNOWN,1
MRPS18B,lowest,False,False,UNKNOWN,1
MRPS24,lowest,False,False,UNKNOWN,1
MSH6,lowest,False,False,UNKNOWN,1
MSRB2,lowest,False,False,UNKNOWN,1
MT1G,lowest,False,False,UNKNOWN,1
MT1L,lowest,False,False,UNKNOWN,1
MT1X,lowest,False,False,UNKNOWN,1
MT2A,lowest,False,False,UNKNOWN,1
MTA2,lowest,False,False,UNKNOWN,1
MTIF2,lowest,False,False,UNKNOWN,1
MTMR4,lowest,False,False,UNKNOWN,1
MTO1,lowest,False,False,UNKNOWN,1
MYBL1,lowest,False,False,UNKNOWN,1
MYD88,lowest,False,False,UNKNOWN,1
MYH8,lowest,False,False,UNKNOWN,1
MYL10,lowest,False,False,UNKNOWN,1
MYL12A,lowest,False,False,UNKNOWN,1
MYO6,lowest,False,False,UNKNOWN,1
NAA38,lowest,False,False,UNKNOWN,1
NAP1L2,lowest,False,False,UNKNOWN,1
NAPA,lowest,False,False,UNKNOWN,1
NAPG,lowest,False,False,UNKNOWN,1
NCBP2AS2,lowest,False,False,UNKNOWN,1
NCF4,lowest,False,False,UNKNOWN,1
NCOA3,lowest,False,False,UNKNOWN,1
NDFIP1,lowest,False,False,UNKNOWN,1
NDUFB10,lowest,False,False,UNKNOWN,1
NDUFB3,lowest,False,False,UNKNOWN,1
NDUFS3,lowest,False,False,UNKNOWN,1
NDUFS4,lowest,False,False,UNKNOWN,1
NEBL,lowest,False,False,UNKNOWN,1
NEDD4,lowest,False,False,UNKNOWN,1
SEPTIN2,lowest,False,False,UNKNOWN,1
NEK11,lowest,False,False,UNKNOWN,1
NEK7,lowest,False,False,UNKNOWN,1
NEU1,lowest,False,False,UNKNOWN,1
NFX1,lowest,False,False,UNKNOWN,1
NFYA,lowest,False,False,UNKNOWN,1
NFYC,lowest,False,False,UNKNOWN,1
PSME3IP1,lowest,False,False,UNKNOWN,1
NIPSNAP3B,lowest,False,False,UNKNOWN,1
C17ORF75,lowest,False,False,UNKNOWN,1
NLRP1,lowest,False,False,UNKNOWN,1
NME3,lowest,False,False,UNKNOWN,1
NNMT,lowest,False,False,UNKNOWN,1
NR1D2,lowest,False,False,UNKNOWN,1
NR4A2,lowest,False,False,UNKNOWN,1
NRCAM,lowest,False,False,UNKNOWN,1
NRM,lowest,False,False,UNKNOWN,1
NSF,lowest,False,False,UNKNOWN,1
NUDT21,lowest,False,False,UNKNOWN,1
NUDT6,lowest,False,False,UNKNOWN,1
NUP188,lowest,False,False,UNKNOWN,1
NUP43,lowest,False,False,UNKNOWN,1
NUP50,lowest,False,False,UNKNOWN,1
NUP58,lowest,False,False,UNKNOWN,1
NUP62,lowest,False,False,UNKNOWN,1
NUP88,lowest,False,False,UNKNOWN,1
NUTF2,lowest,False,False,UNKNOWN,1
NXT2,lowest,False,False,UNKNOWN,1
OAS2,lowest,False,False,UNKNOWN,1
GATAD1,lowest,False,False,UNKNOWN,1
OFD1,lowest,False,False,UNKNOWN,1
OGFOD2,lowest,False,False,UNKNOWN,1
OGG1,lowest,False,False,UNKNOWN,1
OGT,lowest,False,False,UNKNOWN,1
EXOSC8,lowest,False,False,UNKNOWN,1
OLIG2,lowest,False,False,UNKNOWN,1
OR10C1,lowest,False,False,UNKNOWN,1
ORC5,lowest,False,False,UNKNOWN,1
OSBPL8,lowest,False,False,UNKNOWN,1
OSBPL9,lowest,False,False,UNKNOWN,1
OXA1L,lowest,False,False,UNKNOWN,1
P2RX5,lowest,False,False,UNKNOWN,1
P2RY14,lowest,False,False,UNKNOWN,1
LPAR6,lowest,False,False,UNKNOWN,1
PACS1,lowest,False,False,UNKNOWN,1
PAFAH1B1,lowest,False,False,UNKNOWN,1
PAFAH1B3,lowest,False,False,UNKNOWN,1
PAIP1,lowest,False,False,UNKNOWN,1
PAK1IP1,lowest,False,False,UNKNOWN,1
PALLD,lowest,False,False,UNKNOWN,1
PANX1,lowest,False,False,UNKNOWN,1
PANX2,lowest,False,False,UNKNOWN,1
PAPOLA,lowest,False,False,UNKNOWN,1
PARD6A,lowest,False,False,UNKNOWN,1
ARHGAP29,lowest,False,False,UNKNOWN,1
PATZ1,lowest,False,False,UNKNOWN,1
PBXIP1,lowest,False,False,UNKNOWN,1
PCBD1,lowest,False,False,UNKNOWN,1
PCCA,lowest,False,False,UNKNOWN,1
PCDH17,lowest,False,False,UNKNOWN,1
PCTP,lowest,False,False,UNKNOWN,1
PDCD4,lowest,False,False,UNKNOWN,1
PDE3B,lowest,False,False,UNKNOWN,1
PDK3,lowest,False,False,UNKNOWN,1
PDS5A,lowest,False,False,UNKNOWN,1
PECAM1,lowest,False,False,UNKNOWN,1
PECR,lowest,False,False,UNKNOWN,1
PEX1,lowest,False,False,UNKNOWN,1
PEX16,lowest,False,False,UNKNOWN,1
PFDN4,lowest,False,False,UNKNOWN,1
PHLPP1,lowest,False,False,UNKNOWN,1
PHTF2,lowest,False,False,UNKNOWN,1
PICALM,lowest,False,False,UNKNOWN,1
PIERCE1,lowest,False,False,UNKNOWN,1
PIGK,lowest,False,False,UNKNOWN,1
PIGP,lowest,False,False,UNKNOWN,1
PIP4K2B,lowest,False,False,UNKNOWN,1
PITPNA,lowest,False,False,UNKNOWN,1
PLA2G4B,lowest,False,False,UNKNOWN,1
PLAG1,lowest,False,False,UNKNOWN,1
PLCL1,lowest,False,False,UNKNOWN,1
PLD3,lowest,False,False,UNKNOWN,1
PLEK,lowest,False,False,UNKNOWN,1
PLP1,lowest,False,False,UNKNOWN,1
PLPP1,lowest,False,False,UNKNOWN,1
PLXNB1,lowest,False,False,UNKNOWN,1
PLXNC1,lowest,False,False,UNKNOWN,1
PMAIP1,lowest,False,False,UNKNOWN,1
EXOSC10,lowest,False,False,UNKNOWN,1
PNPLA6,lowest,False,False,UNKNOWN,1
POLE4,lowest,False,False,UNKNOWN,1
POLR2J2,lowest,False,False,UNKNOWN,1
POLRMT,lowest,False,False,UNKNOWN,1
PON2,lowest,False,False,UNKNOWN,1
POP5,lowest,False,False,UNKNOWN,1
PPIF,lowest,False,False,UNKNOWN,1
PPM1B,lowest,False,False,UNKNOWN,1
PPM1E,lowest,False,False,UNKNOWN,1
PPP1R13B,lowest,False,False,UNKNOWN,1
PPP1R2,lowest,False,False,UNKNOWN,1
PPP2R5C,lowest,False,False,UNKNOWN,1
PRDX6,lowest,False,False,UNKNOWN,1
PRIM1,lowest,False,False,UNKNOWN,1
PRKCH,low,False,False,UNKNOWN,2
PRKCZ,lowest,False,False,UNKNOWN,1
PRL,lowest,False,False,UNKNOWN,1
PRMT2,lowest,False,False,UNKNOWN,1
NDUFAF7,lowest,False,False,UNKNOWN,1
PRPF31,lowest,False,False,UNKNOWN,1
PRPF40A,lowest,False,False,UNKNOWN,1
PRPS1,lowest,False,False,UNKNOWN,1
PSMB4,lowest,False,False,UNKNOWN,1
PSMC6,lowest,False,False,UNKNOWN,1
PTBP1,lowest,False,False,UNKNOWN,1
PTGDR,lowest,False,False,UNKNOWN,1
PTP4A2,lowest,False,False,UNKNOWN,1
SIRPA,lowest,False,False,UNKNOWN,1
PTPRE,lowest,False,False,UNKNOWN,1
PTPRJ,lowest,False,False,UNKNOWN,1
PTPRM,lowest,False,False,UNKNOWN,1
PTTG1,lowest,False,False,UNKNOWN,1
PUM2,lowest,False,False,UNKNOWN,1
PXN,lowest,False,False,UNKNOWN,1
QPCT,lowest,False,False,UNKNOWN,1
QRSL1,lowest,False,False,UNKNOWN,1
RAB10,lowest,False,False,UNKNOWN,1
RAB13,lowest,False,False,UNKNOWN,1
RAB21,lowest,False,False,UNKNOWN,1
RAB2A,lowest,False,False,UNKNOWN,1
RAB33A,lowest,False,False,UNKNOWN,1
RAB33B,lowest,False,False,UNKNOWN,1
RAB3A,lowest,False,False,UNKNOWN,1
RAB40C,lowest,False,False,UNKNOWN,1
RAB4A,lowest,False,False,UNKNOWN,1
RAB6A,lowest,False,False,UNKNOWN,1
RABEP2,lowest,False,False,UNKNOWN,1
RABGGTA,lowest,False,False,UNKNOWN,1
RABGGTB,lowest,False,False,UNKNOWN,1
RAD21,lowest,False,False,UNKNOWN,1
RAD54B,lowest,False,False,UNKNOWN,1
RFTN1,lowest,False,False,UNKNOWN,1
RALY,lowest,False,False,UNKNOWN,1
RAMP1,lowest,False,False,UNKNOWN,1
RAN,lowest,False,False,UNKNOWN,1
RANBP9,lowest,False,False,UNKNOWN,1
RAP1GAP,lowest,False,False,UNKNOWN,1
RAPGEF4,lowest,False,False,UNKNOWN,1
RASA3,lowest,False,False,UNKNOWN,1
RASIP1,lowest,False,False,UNKNOWN,1
RASSF2,lowest,False,False,UNKNOWN,1
RBBP4,lowest,False,False,UNKNOWN,1
RBFOX1,lowest,False,False,UNKNOWN,1
RBM18,lowest,False,False,UNKNOWN,1
RBM22,lowest,False,False,UNKNOWN,1
RBM5,lowest,False,False,UNKNOWN,1
RBM7,lowest,False,False,UNKNOWN,1
RBM8A,lowest,False,False,UNKNOWN,1
RCAN3,lowest,False,False,UNKNOWN,1
DNPH1,lowest,False,False,UNKNOWN,1
SKIC8,lowest,False,False,UNKNOWN,1
REL,lowest,False,False,UNKNOWN,1
RFX1,lowest,False,False,UNKNOWN,1
RFX7,lowest,False,False,UNKNOWN,1
RGS4,lowest,False,False,UNKNOWN,1
RHOB,lowest,False,False,UNKNOWN,1
RHOBTB3,lowest,False,False,UNKNOWN,1
RHOH,lowest,False,False,UNKNOWN,1
RHOT1,lowest,False,False,UNKNOWN,1
RIN1,lowest,False,False,UNKNOWN,1
RIN2,lowest,False,False,UNKNOWN,1
RNF123,lowest,False,False,UNKNOWN,1
RNF144A,lowest,False,False,UNKNOWN,1
RNF5,lowest,False,False,UNKNOWN,1
RNF6,lowest,False,False,UNKNOWN,1
PTBP3,lowest,False,False,UNKNOWN,1
RPA3,lowest,False,False,UNKNOWN,1
RPL10,lowest,False,False,UNKNOWN,1
RPL17,lowest,False,False,UNKNOWN,1
RPL28,lowest,False,False,UNKNOWN,1
RPP25L,lowest,False,False,UNKNOWN,1
RPS26,lowest,False,False,UNKNOWN,1
RPS3A,lowest,False,False,UNKNOWN,1
RRAGD,lowest,False,False,UNKNOWN,1
EXOSC2,lowest,False,False,UNKNOWN,1
RTTN,lowest,False,False,UNKNOWN,1
RWDD1,lowest,False,False,UNKNOWN,1
RXRG,lowest,False,False,UNKNOWN,1
SNRNP27,lowest,False,False,UNKNOWN,1
S1PR1,lowest,False,False,UNKNOWN,1
SAFB,lowest,False,False,UNKNOWN,1
SALL2,lowest,False,False,UNKNOWN,1
SCAF11,lowest,False,False,UNKNOWN,1
SCAF8,lowest,False,False,UNKNOWN,1
SCAMP1,lowest,False,False,UNKNOWN,1
SCAND1,lowest,False,False,UNKNOWN,1
SKAP2,lowest,False,False,UNKNOWN,1
SCD,lowest,False,False,UNKNOWN,1
SCML1,lowest,False,False,UNKNOWN,1
SCN2B,lowest,False,False,UNKNOWN,1
SCP2,lowest,False,False,UNKNOWN,1
SEC23A,lowest,False,False,UNKNOWN,1
SEC61A1,lowest,False,False,UNKNOWN,1
SEC63,lowest,False,False,UNKNOWN,1
SELENOP,lowest,False,False,UNKNOWN,1
SELENOM,lowest,False,False,UNKNOWN,1
SENP7,lowest,False,False,UNKNOWN,1
SEPTIN10,lowest,False,False,UNKNOWN,1
SEPTIN4,lowest,False,False,UNKNOWN,1
SEPTIN6,lowest,False,False,UNKNOWN,1
SERBP1,lowest,False,False,UNKNOWN,1
SF3A1,lowest,False,False,UNKNOWN,1
SRSF11,lowest,False,False,UNKNOWN,1
SFXN4,lowest,False,False,UNKNOWN,1
SIT1,lowest,False,False,UNKNOWN,1
SLBP,lowest,False,False,UNKNOWN,1
SLC12A2,lowest,False,False,UNKNOWN,1
SLC15A4,lowest,False,False,UNKNOWN,1
SLC16A3,lowest,False,False,UNKNOWN,1
SLC26A6,lowest,False,False,UNKNOWN,1
SLC38A1,lowest,False,False,UNKNOWN,1
SLC7A5,lowest,False,False,UNKNOWN,1
SLC7A6,lowest,False,False,UNKNOWN,1
SLU7,lowest,False,False,UNKNOWN,1
SLX1B,lowest,False,False,UNKNOWN,1
SMARCA4,lowest,False,False,UNKNOWN,1
SMARCA5,lowest,False,False,UNKNOWN,1
SMARCE1,lowest,False,False,UNKNOWN,1
SMC4,lowest,False,False,UNKNOWN,1
SMC5,lowest,False,False,UNKNOWN,1
SMCHD1,lowest,False,False,UNKNOWN,1
SMNDC1,lowest,False,False,UNKNOWN,1
SUMO2,lowest,False,False,UNKNOWN,1
SNAP23,lowest,False,False,UNKNOWN,1
SNAPC1,lowest,False,False,UNKNOWN,1
SNRPN,lowest,False,False,UNKNOWN,1
SNW1,lowest,False,False,UNKNOWN,1
CAPN15,lowest,False,False,UNKNOWN,1
SOS2,lowest,False,False,UNKNOWN,1
SOX15,lowest,False,False,UNKNOWN,1
SOX4,lowest,False,False,UNKNOWN,1
SP100,lowest,False,False,UNKNOWN,1
SPRY2,lowest,False,False,UNKNOWN,1
SREK1,lowest,False,False,UNKNOWN,1
SRI,lowest,False,False,UNKNOWN,1
SRP54,lowest,False,False,UNKNOWN,1
SRP68,lowest,False,False,UNKNOWN,1
SRP72,lowest,False,False,UNKNOWN,1
SRSF1,lowest,False,False,UNKNOWN,1
SRSF10,lowest,False,False,UNKNOWN,1
SSNA1,lowest,False,False,UNKNOWN,1
ST13,lowest,False,False,UNKNOWN,1
ST8SIA1,lowest,False,False,UNKNOWN,1
STAG1,lowest,False,False,UNKNOWN,1
STK17A,lowest,False,False,UNKNOWN,1
STK38,lowest,False,False,UNKNOWN,1
STK4,lowest,False,False,UNKNOWN,1
STX6,lowest,False,False,UNKNOWN,1
STX7,lowest,False,False,UNKNOWN,1
STYX,lowest,False,False,UNKNOWN,1
SUCLG1,lowest,False,False,UNKNOWN,1
SYAP1,lowest,False,False,UNKNOWN,1
SYN2,lowest,False,False,UNKNOWN,1
TAF5,lowest,False,False,UNKNOWN,1
TAF9,lowest,False,False,UNKNOWN,1
TARS1,lowest,False,False,UNKNOWN,1
TBC1D8B,lowest,False,False,UNKNOWN,1
TBC1D9B,lowest,False,False,UNKNOWN,1
TBK1,lowest,False,False,UNKNOWN,1
TBXA2R,lowest,False,False,UNKNOWN,1
TCAF1,lowest,False,False,UNKNOWN,1
TCEAL1,lowest,False,False,UNKNOWN,1
TCERG1,lowest,False,False,UNKNOWN,1
TCIRG1,lowest,False,False,UNKNOWN,1
TMBIM6,lowest,False,False,UNKNOWN,1
TESK1,lowest,False,False,UNKNOWN,1
TGIF1,lowest,False,False,UNKNOWN,1
TGOLN2,lowest,False,False,UNKNOWN,1
MYO18A,lowest,False,False,UNKNOWN,1
TICAM1,lowest,False,False,UNKNOWN,1
TIMELESS,lowest,False,False,UNKNOWN,1
TIMM8A,lowest,False,False,UNKNOWN,1
TLN1,lowest,False,False,UNKNOWN,1
TLR10,lowest,False,False,UNKNOWN,1
TLR2,lowest,False,False,UNKNOWN,1
TLR3,lowest,False,False,UNKNOWN,1
TLR5,lowest,False,False,UNKNOWN,1
TLR7,lowest,False,False,UNKNOWN,1
TLR8,lowest,False,False,UNKNOWN,1
TM2D1,lowest,False,False,UNKNOWN,1
TM4SF1,lowest,False,False,UNKNOWN,1
TMEM47,lowest,False,False,UNKNOWN,1
TMX1,lowest,False,False,UNKNOWN,1
TOLLIP,lowest,False,False,UNKNOWN,1
TP53I11,lowest,False,False,UNKNOWN,1
TP53INP1,lowest,False,False,UNKNOWN,1
TP53TG1,lowest,False,False,UNKNOWN,1
TPBG,lowest,False,False,UNKNOWN,1
PDSS1,lowest,False,False,UNKNOWN,1
TPST2,lowest,False,False,UNKNOWN,1
TRAF1,lowest,False,False,UNKNOWN,1
TRAM2,lowest,False,False,UNKNOWN,1
TRIM23,lowest,False,False,UNKNOWN,1
TRIM33,lowest,False,False,UNKNOWN,1
TRIM55,lowest,False,False,UNKNOWN,1
TRIP12,lowest,False,False,UNKNOWN,1
TSNAX,lowest,False,False,UNKNOWN,1
TSPAN6,lowest,False,False,UNKNOWN,1
TST,lowest,False,False,UNKNOWN,1
TTC9,lowest,False,False,UNKNOWN,1
TTF2,lowest,False,False,UNKNOWN,1
TTLL12,lowest,False,False,UNKNOWN,1
TUBB,lowest,False,False,UNKNOWN,1
POLR1F,lowest,False,False,UNKNOWN,1
TXK,lowest,False,False,UNKNOWN,1
UBA2,lowest,False,False,UNKNOWN,1
UBE2B,lowest,False,False,UNKNOWN,1
UBE2D2,lowest,False,False,UNKNOWN,1
UBE2D3,lowest,False,False,UNKNOWN,1
UBE2M,lowest,False,False,UNKNOWN,1
UBE2S,lowest,False,False,UNKNOWN,1
UBL5,lowest,False,False,UNKNOWN,1
UBP1,lowest,False,False,UNKNOWN,1
UCHL3,lowest,False,False,UNKNOWN,1
HAUS7,lowest,False,False,UNKNOWN,1
UPF1,lowest,False,False,UNKNOWN,1
UPF2,lowest,False,False,UNKNOWN,1
UQCRC2,lowest,False,False,UNKNOWN,1
UQCRFS1,lowest,False,False,UNKNOWN,1
UQCRH,lowest,False,False,UNKNOWN,1
URM1,lowest,False,False,UNKNOWN,1
USF2,lowest,False,False,UNKNOWN,1
USO1,lowest,False,False,UNKNOWN,1
USP1,lowest,False,False,UNKNOWN,1
USP14,lowest,False,False,UNKNOWN,1
USP3,lowest,False,False,UNKNOWN,1
UXT,lowest,False,False,UNKNOWN,1
VAT1,lowest,False,False,UNKNOWN,1
VCAN,lowest,False,False,UNKNOWN,1
VEGFB,lowest,False,False,UNKNOWN,1
VIM,lowest,False,False,UNKNOWN,1
AVPI1,lowest,False,False,UNKNOWN,1
VPS26A,lowest,False,False,UNKNOWN,1
VRK2,lowest,False,False,UNKNOWN,1
VRK3,lowest,False,False,UNKNOWN,1
WDR33,lowest,False,False,UNKNOWN,1
WDR4,lowest,False,False,UNKNOWN,1
LINS1,lowest,False,False,UNKNOWN,1
WIPF1,lowest,False,False,UNKNOWN,1
WSB1,lowest,False,False,UNKNOWN,1
XBP1,lowest,False,False,UNKNOWN,1
XPO7,lowest,False,False,UNKNOWN,1
XRCC2,lowest,False,False,UNKNOWN,1
ZBTB1,lowest,False,False,UNKNOWN,1
ZBTB43,lowest,False,False,UNKNOWN,1
ZBTB8A,lowest,False,False,UNKNOWN,1
ZCCHC14,lowest,False,False,UNKNOWN,1
ZCCHC3,lowest,False,False,UNKNOWN,1
ZEB1,lowest,False,False,UNKNOWN,1
RNF103,lowest,False,False,UNKNOWN,1
ZFP36L1,lowest,False,False,UNKNOWN,1
ZFP36L2,lowest,False,False,UNKNOWN,1
ZFP64,lowest,False,False,UNKNOWN,1
ZMIZ1,lowest,False,False,UNKNOWN,1
ZNF131,lowest,False,False,UNKNOWN,1
ZNF136,lowest,False,False,UNKNOWN,1
ZNF19,lowest,False,False,UNKNOWN,1
ZNF22,lowest,False,False,UNKNOWN,1
ZNF232,lowest,False,False,UNKNOWN,1
ZNF264,lowest,False,False,UNKNOWN,1
ZNF266,lowest,False,False,UNKNOWN,1
ZNF273,lowest,False,False,UNKNOWN,1
ZNF274,lowest,False,False,UNKNOWN,1
ARFGAP2,lowest,False,False,UNKNOWN,1
ZNF318,lowest,False,False,UNKNOWN,1
ZNF32,lowest,False,False,UNKNOWN,1
ZNF419,lowest,False,False,UNKNOWN,1
ZNF423,lowest,False,False,UNKNOWN,1
ZNF430,lowest,False,False,UNKNOWN,1
ZNF454,lowest,False,False,UNKNOWN,1
ZNF532,lowest,False,False,UNKNOWN,1
ZNF557,lowest,False,False,UNKNOWN,1
ZNF571,lowest,False,False,UNKNOWN,1
ZNF576,lowest,False,False,UNKNOWN,1
ZNF577,lowest,False,False,UNKNOWN,1
ZNF586,lowest,False,False,UNKNOWN,1
ZNF592,lowest,False,False,UNKNOWN,1
ZNF652,lowest,False,False,UNKNOWN,1
ZNF785,lowest,False,False,UNKNOWN,1
ZNF91,lowest,False,False,UNKNOWN,1
ZSCAN18,lowest,False,False,UNKNOWN,1
ZSCAN5A,lowest,False,False,UNKNOWN,1
ZER1,lowest,False,False,UNKNOWN,1
LOC105377992,lowest,False,False,UNKNOWN,1
LOC105369165,lowest,False,False,UNKNOWN,1
LOC105377989,lowest,False,False,UNKNOWN,1
APOC1,lowest,False,False,UNKNOWN,1
LOC107985852,lowest,False,False,UNKNOWN,1
DRD4,lowest,False,False,UNKNOWN,1
GSTZ1,lowest,False,False,UNKNOWN,1
TTR,lowest,False,False,UNKNOWN,1
TAS2R16,lowest,False,False,UNKNOWN,1
JAK1,moderate,True,True,MIXED,2
ACE,moderate,True,False,PRO,3
ADCY1,lowest,False,False,UNKNOWN,1
TRAK2,lowest,False,False,UNKNOWN,1
AMOT,lowest,False,False,UNKNOWN,1
ANKRD20A9P,lowest,False,False,UNKNOWN,1
ASB17,lowest,False,False,UNKNOWN,1
BFSP1,lowest,False,False,UNKNOWN,1
CAMK2B,lowest,False,False,UNKNOWN,1
CEP89,lowest,False,False,UNKNOWN,1
DHFRP3,lowest,False,False,UNKNOWN,1
FN3KRP,lowest,False,False,UNKNOWN,1
FPGT-TNNI3K,lowest,False,False,UNKNOWN,1
FSHR,lowest,False,False,UNKNOWN,1
FTH1P5,lowest,False,False,UNKNOWN,1
GART,lowest,False,False,UNKNOWN,1
HLA-DQB1,low,False,False,UNKNOWN,2
HLA-DRA,low,False,False,UNKNOWN,2
HLA-DMB,lowest,False,False,UNKNOWN,1
HLA-DOA,lowest,False,False,UNKNOWN,1
HLA-DPA1,lowest,False,False,UNKNOWN,1
HLA-DRB3,lowest,False,False,UNKNOWN,1
HLA-DRB4,lowest,False,False,UNKNOWN,1
HLA-DRB6,lowest,False,False,UNKNOWN,1
HLA-E,lowest,False,False,UNKNOWN,1
HLA-G,lowest,False,False,UNKNOWN,1
HNF4G,lowest,False,False,UNKNOWN,1
HSPA14,lowest,False,False,UNKNOWN,1
RIC8B,lowest,False,False,UNKNOWN,1
HTR3B,lowest,False,False,UNKNOWN,1
KALRN,lowest,False,False,UNKNOWN,1
KCNT2,lowest,False,False,UNKNOWN,1
KIR3DX1,lowest,False,False,UNKNOWN,1
KRAS,lowest,False,False,UNKNOWN,1
LSM2,lowest,False,False,UNKNOWN,1
LY6G6F,lowest,False,False,UNKNOWN,1
MAPK4,lowest,False,False,UNKNOWN,1
MSH5,lowest,False,False,UNKNOWN,1
MT-ATP6,lowest,False,False,UNKNOWN,1
MT-CYB,lowest,False,False,UNKNOWN,1
MT-ND4,lowest,False,False,UNKNOWN,1
MT-RNR2,lowest,False,False,UNKNOWN,1
NKX2-2,lowest,False,False,UNKNOWN,1
NKX3-1,lowest,False,False,UNKNOWN,1
NOS1AP,lowest,False,False,UNKNOWN,1
GLYR1,lowest,False,False,UNKNOWN,1
OTOL1,lowest,False,False,UNKNOWN,1
PGM5,lowest,False,False,UNKNOWN,1
PKN2,lowest,False,False,UNKNOWN,1
PLCB1,lowest,False,False,UNKNOWN,1
PLCB4,lowest,False,False,UNKNOWN,1
PLCH1,lowest,False,False,UNKNOWN,1
PRKAR2A,lowest,False,False,UNKNOWN,1
PRKD3,lowest,False,False,UNKNOWN,1
PSG7,lowest,False,False,UNKNOWN,1
PSORS1C3,lowest,False,False,UNKNOWN,1
RDH5,lowest,False,False,UNKNOWN,1
RIPOR2,lowest,False,False,UNKNOWN,1
SETD9,low,False,False,UNKNOWN,2
SKIC2,lowest,False,False,UNKNOWN,1
SPZ1,lowest,False,False,UNKNOWN,1
NABP2,lowest,False,False,UNKNOWN,1
TMEM131L,lowest,False,False,UNKNOWN,1
TNNI3K,lowest,False,False,UNKNOWN,1
TOMM20,lowest,False,False,UNKNOWN,1
TUBA3C,lowest,False,False,UNKNOWN,1
USP2-AS1,lowest,False,False,UNKNOWN,1
VDAC1P1,lowest,False,False,UNKNOWN,1
MORF4,lowest,False,False,UNKNOWN,1
PGP,lowest,False,False,UNKNOWN,1
PMF1,lowest,False,False,UNKNOWN,1
